id,fires
252113,0
252114,0
252115,0
252116,0
252117,0
252118,0
252119,0
252120,0
252121,0
252122,0
252123,0
252124,0
252125,0
252126,0
252127,0
252128,0
252129,0
252130,0
252131,0
252132,0
252133,0
252134,0
252135,0
252136,0
252137,0
252138,0
252139,0
252140,0
252141,0
252142,0
252143,0
252144,0
252145,0
252146,0
252147,0
252148,0
252149,0
252150,0
252151,0
252152,0
252153,0
252154,0
252155,0
252156,0
252157,0
252158,0
252159,0
252160,0
252161,0
252162,0
252163,0
252164,0
252165,0
252166,0
252167,0
252168,0
252169,0
252170,0
252171,0
252172,0
252173,0
252174,0
252175,0
252176,0
252177,0
252178,0
252179,0
252180,0
252181,0
252182,0
252183,0
252184,0
252185,0
252186,0
252187,0
252188,0
252189,0
252190,0
252191,0
252192,0
252193,0
252194,0
252195,0
252196,0
252197,0
252198,0
252199,0
252200,0
252201,0
252202,0
252203,0
252204,0
252205,0
252206,0
252207,0
252208,0
252209,0
252210,0
252211,0
252212,0
252213,0
252214,0
252215,0
252216,0
252217,0
252218,0
252219,0
252220,0
252221,0
252222,0
252223,0
252224,0
252225,0
252226,0
252227,0
252228,0
252229,0
252230,0
252231,0
252232,0
252233,0
252234,0
252235,0
252236,0
252237,0
252238,0
252239,0
252240,0
252241,0
252242,0
252243,0
252244,0
252245,0
252246,0
252247,0
252248,0
252249,0
252250,0
252251,0
252252,0
252253,0
252254,0
252255,0
252256,0
252257,0
252258,0
252259,0
252260,0
252261,0
252262,0
252263,0
252264,0
252265,0
252266,0
252267,0
252268,0
252269,0
252270,0
252271,0
252272,0
252273,0
252274,0
252275,0
252276,0
252277,0
252278,0
252279,0
252280,0
252281,0
252282,0
252283,0
252284,0
252285,0
252286,0
252287,0
252288,0
252289,0
252290,0
252291,0
252292,0
252293,0
252294,0
252295,0
252296,0
252297,0
252298,0
252299,0
252300,0
252301,0
252302,0
252303,0
252304,0
252305,0
252306,0
252307,0
252308,0
252309,0
252310,0
252311,0
252312,0
252313,0
252314,0
252315,0
252316,0
252317,0
252318,0
252319,0
252320,0
252321,0
252322,0
252323,0
252324,0
252325,0
252326,0
252327,0
252328,0
252329,0
252330,0
252331,0
252332,0
252333,0
252334,0
252335,0
252336,0
252337,0
252338,0
252339,0
252340,0
252341,0
252342,0
252343,0
252344,0
252345,0
252346,0
252347,0
252348,0
252349,0
252350,0
252351,0
252352,0
252353,0
252354,0
252355,0
252356,0
252357,0
252358,0
252359,0
252360,0
252361,0
252362,0
252363,0
252364,0
252365,0
252366,0
252367,0
252368,0
252369,0
252370,0
252371,0
252372,0
252373,0
252374,0
252375,0
252376,0
252377,0
252378,0
252379,0
252380,0
252381,0
252382,0
252383,0
252384,0
252385,0
252386,0
252387,0
252388,0
252389,0
252390,0
252391,0
252392,0
252393,0
252394,0
252395,0
252396,0
252397,0
252398,0
252399,0
252400,0
252401,0
252402,0
252403,0
252404,0
252405,0
252406,0
252407,0
252408,0
252409,0
252410,0
252411,0
252412,0
252413,0
252414,0
252415,0
252416,0
252417,0
252418,0
252419,0
252420,0
252421,0
252422,0
252423,0
252424,0
252425,0
252426,0
252427,0
252428,0
252429,0
252430,0
252431,0
252432,0
252433,0
252434,0
252435,0
252436,0
252437,0
252438,0
252439,0
252440,0
252441,0
252442,0
252443,0
252444,0
252445,0
252446,0
252447,0
252448,0
252449,0
252450,0
252451,0
252452,0
252453,0
252454,0
252455,0
252456,0
252457,0
252458,0
252459,0
252460,0
252461,0
252462,0
252463,0
252464,0
252465,0
252466,0
252467,0
252468,0
252469,0
252470,0
252471,0
252472,0
252473,0
252474,0
252475,0
252476,0
252477,0
252478,0
252479,0
252480,0
252481,0
252482,0
252483,0
252484,0
252485,0
252486,0
252487,0
252488,0
252489,0
252490,0
252491,0
252492,0
252493,0
252494,0
252495,0
252496,0
252497,0
252498,0
252499,0
252500,0
252501,0
252502,0
252503,0
252504,0
252505,0
252506,0
252507,0
252508,0
252509,0
252510,0
252511,0
252512,0
252513,0
252514,0
252515,0
252516,0
252517,0
252518,0
252519,0
252520,0
252521,0
252522,0
252523,0
252524,0
252525,0
252526,0
252527,1
252528,1
252529,0
252530,0
252531,0
252532,1
252533,1
252534,0
252535,1
252536,1
252537,1
252538,0
252539,1
252540,0
252541,1
252542,1
252543,0
252544,0
252545,0
252546,0
252547,0
252548,0
252549,1
252550,1
252551,1
252552,1
252553,0
252554,1
252555,1
252556,1
252557,1
252558,1
252559,1
252560,1
252561,0
252562,1
252563,1
252564,1
252565,1
252566,1
252567,1
252568,1
252569,1
252570,1
252571,1
252572,1
252573,1
252574,1
252575,1
252576,1
252577,0
252578,1
252579,0
252580,1
252581,1
252582,1
252583,1
252584,1
252585,1
252586,1
252587,1
252588,1
252589,1
252590,1
252591,1
252592,1
252593,1
252594,1
252595,1
252596,1
252597,1
252598,1
252599,1
252600,1
252601,1
252602,0
252603,1
252604,1
252605,1
252606,1
252607,1
252608,1
252609,1
252610,1
252611,1
252612,1
252613,1
252614,1
252615,1
252616,1
252617,1
252618,0
252619,0
252620,0
252621,0
252622,0
252623,0
252624,0
252625,0
252626,0
252627,0
252628,0
252629,0
252630,0
252631,0
252632,0
252633,0
252634,0
252635,0
252636,0
252637,0
252638,0
252639,0
252640,0
252641,0
252642,0
252643,0
252644,0
252645,0
252646,0
252647,0
252648,0
252649,0
252650,0
252651,0
252652,0
252653,0
252654,0
252655,0
252656,0
252657,0
252658,0
252659,0
252660,0
252661,0
252662,0
252663,0
252664,0
252665,0
252666,0
252667,0
252668,0
252669,0
252670,0
252671,0
252672,0
252673,0
252674,0
252675,0
252676,0
252677,0
252678,0
252679,0
252680,0
252681,0
252682,0
252683,0
252684,0
252685,0
252686,0
252687,0
252688,0
252689,0
252690,0
252691,0
252692,0
252693,0
252694,0
252695,0
252696,0
252697,0
252698,0
252699,0
252700,0
252701,0
252702,0
252703,0
252704,0
252705,0
252706,0
252707,0
252708,0
252709,0
252710,0
252711,0
252712,0
252713,0
252714,0
252715,0
252716,0
252717,0
252718,0
252719,0
252720,0
252721,0
252722,0
252723,0
252724,0
252725,0
252726,0
252727,0
252728,0
252729,0
252730,0
252731,0
252732,0
252733,0
252734,0
252735,0
252736,0
252737,0
252738,0
252739,0
252740,0
252741,0
252742,0
252743,0
252744,0
252745,0
252746,1
252747,0
252748,0
252749,0
252750,0
252751,0
252752,0
252753,0
252754,1
252755,0
252756,0
252757,0
252758,0
252759,0
252760,0
252761,0
252762,1
252763,0
252764,1
252765,0
252766,0
252767,1
252768,0
252769,1
252770,1
252771,0
252772,1
252773,0
252774,0
252775,0
252776,1
252777,1
252778,1
252779,1
252780,1
252781,1
252782,1
252783,1
252784,0
252785,0
252786,0
252787,0
252788,0
252789,0
252790,0
252791,0
252792,1
252793,0
252794,0
252795,0
252796,0
252797,0
252798,0
252799,1
252800,1
252801,1
252802,1
252803,1
252804,0
252805,1
252806,1
252807,1
252808,1
252809,1
252810,1
252811,1
252812,1
252813,0
252814,0
252815,1
252816,1
252817,1
252818,1
252819,0
252820,1
252821,1
252822,1
252823,0
252824,1
252825,1
252826,0
252827,0
252828,0
252829,0
252830,0
252831,0
252832,0
252833,0
252834,0
252835,0
252836,0
252837,0
252838,0
252839,0
252840,0
252841,0
252842,0
252843,0
252844,0
252845,0
252846,0
252847,0
252848,0
252849,0
252850,0
252851,0
252852,0
252853,0
252854,0
252855,0
252856,0
252857,0
252858,0
252859,0
252860,0
252861,0
252862,0
252863,0
252864,0
252865,0
252866,0
252867,0
252868,0
252869,0
252870,0
252871,1
252872,0
252873,0
252874,0
252875,0
252876,0
252877,0
252878,0
252879,0
252880,0
252881,0
252882,0
252883,0
252884,0
252885,0
252886,0
252887,0
252888,0
252889,0
252890,0
252891,0
252892,0
252893,0
252894,0
252895,0
252896,0
252897,0
252898,0
252899,0
252900,0
252901,0
252902,0
252903,0
252904,0
252905,0
252906,0
252907,0
252908,0
252909,0
252910,0
252911,0
252912,0
252913,0
252914,0
252915,0
252916,0
252917,0
252918,0
252919,0
252920,0
252921,0
252922,0
252923,0
252924,0
252925,1
252926,0
252927,0
252928,0
252929,0
252930,0
252931,0
252932,0
252933,0
252934,0
252935,0
252936,0
252937,0
252938,0
252939,0
252940,0
252941,0
252942,0
252943,0
252944,0
252945,0
252946,1
252947,0
252948,0
252949,0
252950,0
252951,0
252952,1
252953,0
252954,0
252955,0
252956,0
252957,0
252958,0
252959,0
252960,1
252961,0
252962,0
252963,0
252964,0
252965,1
252966,0
252967,1
252968,1
252969,1
252970,1
252971,1
252972,1
252973,1
252974,1
252975,1
252976,1
252977,1
252978,0
252979,1
252980,1
252981,0
252982,1
252983,1
252984,1
252985,1
252986,1
252987,1
252988,1
252989,1
252990,1
252991,1
252992,0
252993,1
252994,0
252995,0
252996,1
252997,0
252998,0
252999,0
253000,0
253001,0
253002,0
253003,0
253004,0
253005,0
253006,0
253007,0
253008,0
253009,0
253010,0
253011,0
253012,0
253013,0
253014,0
253015,0
253016,0
253017,0
253018,0
253019,0
253020,0
253021,0
253022,0
253023,0
253024,0
253025,0
253026,0
253027,0
253028,0
253029,0
253030,0
253031,0
253032,0
253033,0
253034,0
253035,0
253036,0
253037,0
253038,0
253039,0
253040,0
253041,0
253042,0
253043,0
253044,0
253045,0
253046,0
253047,0
253048,0
253049,0
253050,0
253051,0
253052,0
253053,0
253054,0
253055,0
253056,0
253057,0
253058,0
253059,0
253060,0
253061,0
253062,0
253063,0
253064,0
253065,0
253066,0
253067,0
253068,0
253069,0
253070,0
253071,0
253072,0
253073,0
253074,0
253075,0
253076,0
253077,0
253078,0
253079,0
253080,0
253081,0
253082,0
253083,0
253084,0
253085,0
253086,0
253087,0
253088,0
253089,0
253090,0
253091,0
253092,0
253093,0
253094,0
253095,0
253096,0
253097,0
253098,0
253099,0
253100,0
253101,0
253102,0
253103,0
253104,0
253105,0
253106,0
253107,0
253108,0
253109,0
253110,0
253111,0
253112,0
253113,0
253114,0
253115,1
253116,0
253117,0
253118,0
253119,0
253120,0
253121,0
253122,0
253123,0
253124,0
253125,0
253126,0
253127,0
253128,0
253129,0
253130,0
253131,0
253132,0
253133,0
253134,0
253135,0
253136,0
253137,0
253138,0
253139,1
253140,0
253141,1
253142,1
253143,0
253144,0
253145,1
253146,1
253147,0
253148,1
253149,1
253150,1
253151,1
253152,0
253153,1
253154,1
253155,1
253156,1
253157,1
253158,0
253159,1
253160,1
253161,0
253162,1
253163,1
253164,0
253165,1
253166,1
253167,1
253168,1
253169,1
253170,1
253171,1
253172,1
253173,1
253174,1
253175,1
253176,0
253177,1
253178,1
253179,1
253180,0
253181,0
253182,1
253183,1
253184,1
253185,1
253186,1
253187,1
253188,0
253189,1
253190,0
253191,0
253192,0
253193,0
253194,0
253195,0
253196,0
253197,0
253198,0
253199,0
253200,0
253201,0
253202,0
253203,0
253204,0
253205,0
253206,0
253207,0
253208,0
253209,0
253210,0
253211,0
253212,0
253213,0
253214,0
253215,0
253216,0
253217,0
253218,0
253219,0
253220,0
253221,0
253222,0
253223,0
253224,0
253225,0
253226,0
253227,0
253228,0
253229,0
253230,0
253231,0
253232,0
253233,0
253234,0
253235,0
253236,0
253237,0
253238,0
253239,0
253240,0
253241,0
253242,0
253243,0
253244,0
253245,0
253246,0
253247,0
253248,0
253249,0
253250,0
253251,0
253252,0
253253,0
253254,0
253255,0
253256,0
253257,0
253258,0
253259,0
253260,0
253261,0
253262,0
253263,0
253264,0
253265,0
253266,0
253267,0
253268,0
253269,0
253270,0
253271,0
253272,0
253273,0
253274,0
253275,0
253276,0
253277,0
253278,0
253279,0
253280,0
253281,0
253282,0
253283,0
253284,0
253285,0
253286,0
253287,0
253288,0
253289,0
253290,0
253291,0
253292,0
253293,0
253294,0
253295,0
253296,0
253297,0
253298,0
253299,0
253300,0
253301,0
253302,0
253303,0
253304,0
253305,0
253306,0
253307,0
253308,0
253309,0
253310,0
253311,0
253312,0
253313,0
253314,0
253315,0
253316,0
253317,0
253318,0
253319,0
253320,0
253321,0
253322,0
253323,0
253324,0
253325,0
253326,0
253327,0
253328,0
253329,0
253330,0
253331,0
253332,0
253333,0
253334,0
253335,0
253336,0
253337,0
253338,0
253339,0
253340,0
253341,0
253342,0
253343,0
253344,0
253345,0
253346,0
253347,0
253348,0
253349,0
253350,0
253351,0
253352,0
253353,0
253354,0
253355,0
253356,0
253357,0
253358,0
253359,0
253360,0
253361,0
253362,0
253363,0
253364,0
253365,0
253366,0
253367,0
253368,0
253369,0
253370,0
253371,0
253372,0
253373,0
253374,0
253375,0
253376,0
253377,0
253378,0
253379,0
253380,0
253381,0
253382,0
253383,0
253384,0
253385,0
253386,0
253387,0
253388,0
253389,0
253390,0
253391,0
253392,0
253393,0
253394,0
253395,0
253396,0
253397,0
253398,0
253399,0
253400,0
253401,0
253402,0
253403,0
253404,0
253405,0
253406,0
253407,0
253408,0
253409,0
253410,0
253411,0
253412,0
253413,0
253414,0
253415,0
253416,0
253417,0
253418,0
253419,0
253420,0
253421,0
253422,0
253423,0
253424,0
253425,0
253426,0
253427,0
253428,0
253429,0
253430,0
253431,0
253432,0
253433,0
253434,0
253435,0
253436,0
253437,0
253438,0
253439,0
253440,0
253441,0
253442,0
253443,0
253444,0
253445,0
253446,0
253447,0
253448,0
253449,0
253450,0
253451,0
253452,0
253453,1
253454,0
253455,0
253456,0
253457,0
253458,0
253459,0
253460,0
253461,0
253462,0
253463,0
253464,0
253465,0
253466,0
253467,0
253468,0
253469,0
253470,0
253471,0
253472,1
253473,0
253474,0
253475,0
253476,0
253477,0
253478,0
253479,0
253480,0
253481,0
253482,0
253483,0
253484,0
253485,0
253486,0
253487,0
253488,0
253489,0
253490,0
253491,0
253492,0
253493,0
253494,0
253495,0
253496,0
253497,0
253498,0
253499,0
253500,0
253501,0
253502,0
253503,0
253504,0
253505,0
253506,0
253507,0
253508,0
253509,0
253510,0
253511,0
253512,0
253513,0
253514,0
253515,0
253516,0
253517,0
253518,0
253519,0
253520,0
253521,0
253522,0
253523,0
253524,0
253525,0
253526,0
253527,0
253528,0
253529,0
253530,0
253531,0
253532,0
253533,0
253534,0
253535,0
253536,0
253537,0
253538,0
253539,0
253540,0
253541,0
253542,0
253543,0
253544,0
253545,0
253546,0
253547,0
253548,0
253549,0
253550,0
253551,0
253552,0
253553,0
253554,0
253555,0
253556,0
253557,0
253558,0
253559,0
253560,0
253561,0
253562,0
253563,0
253564,0
253565,0
253566,0
253567,0
253568,0
253569,0
253570,0
253571,0
253572,0
253573,0
253574,0
253575,0
253576,0
253577,0
253578,0
253579,0
253580,0
253581,0
253582,0
253583,0
253584,0
253585,0
253586,0
253587,0
253588,0
253589,0
253590,0
253591,0
253592,0
253593,0
253594,0
253595,0
253596,0
253597,0
253598,0
253599,0
253600,0
253601,0
253602,0
253603,0
253604,0
253605,0
253606,0
253607,0
253608,0
253609,0
253610,0
253611,0
253612,0
253613,0
253614,0
253615,0
253616,0
253617,0
253618,0
253619,0
253620,0
253621,0
253622,0
253623,0
253624,0
253625,0
253626,0
253627,0
253628,0
253629,0
253630,0
253631,0
253632,0
253633,0
253634,0
253635,0
253636,0
253637,0
253638,0
253639,0
253640,0
253641,0
253642,0
253643,0
253644,0
253645,0
253646,0
253647,0
253648,0
253649,0
253650,0
253651,0
253652,0
253653,0
253654,0
253655,0
253656,0
253657,0
253658,0
253659,0
253660,0
253661,0
253662,0
253663,0
253664,0
253665,0
253666,0
253667,0
253668,0
253669,0
253670,0
253671,0
253672,0
253673,0
253674,0
253675,0
253676,0
253677,0
253678,0
253679,0
253680,0
253681,0
253682,0
253683,0
253684,0
253685,0
253686,0
253687,0
253688,0
253689,0
253690,0
253691,0
253692,0
253693,0
253694,0
253695,0
253696,0
253697,0
253698,0
253699,0
253700,0
253701,0
253702,0
253703,0
253704,0
253705,0
253706,0
253707,0
253708,0
253709,0
253710,0
253711,0
253712,0
253713,0
253714,0
253715,0
253716,0
253717,0
253718,0
253719,0
253720,0
253721,0
253722,0
253723,0
253724,0
253725,0
253726,0
253727,1
253728,0
253729,0
253730,0
253731,0
253732,0
253733,0
253734,0
253735,0
253736,0
253737,0
253738,0
253739,0
253740,0
253741,0
253742,0
253743,0
253744,0
253745,0
253746,0
253747,0
253748,0
253749,0
253750,0
253751,0
253752,0
253753,0
253754,0
253755,0
253756,0
253757,0
253758,0
253759,0
253760,0
253761,0
253762,0
253763,0
253764,0
253765,0
253766,0
253767,0
253768,0
253769,0
253770,0
253771,0
253772,0
253773,0
253774,0
253775,0
253776,0
253777,0
253778,0
253779,0
253780,0
253781,0
253782,0
253783,0
253784,0
253785,0
253786,0
253787,0
253788,0
253789,0
253790,0
253791,0
253792,0
253793,0
253794,0
253795,0
253796,0
253797,0
253798,0
253799,0
253800,0
253801,0
253802,0
253803,0
253804,0
253805,0
253806,0
253807,0
253808,0
253809,0
253810,0
253811,0
253812,0
253813,0
253814,0
253815,0
253816,0
253817,0
253818,0
253819,0
253820,0
253821,0
253822,0
253823,0
253824,0
253825,0
253826,0
253827,0
253828,0
253829,0
253830,0
253831,0
253832,0
253833,0
253834,0
253835,0
253836,0
253837,0
253838,0
253839,0
253840,0
253841,0
253842,0
253843,0
253844,0
253845,0
253846,0
253847,0
253848,0
253849,0
253850,0
253851,0
253852,0
253853,0
253854,0
253855,0
253856,0
253857,0
253858,0
253859,0
253860,0
253861,0
253862,0
253863,0
253864,0
253865,0
253866,0
253867,0
253868,0
253869,0
253870,0
253871,0
253872,0
253873,0
253874,0
253875,0
253876,0
253877,0
253878,0
253879,0
253880,0
253881,0
253882,0
253883,0
253884,0
253885,0
253886,0
253887,0
253888,0
253889,0
253890,0
253891,0
253892,0
253893,0
253894,0
253895,0
253896,0
253897,0
253898,0
253899,0
253900,0
253901,0
253902,0
253903,0
253904,0
253905,0
253906,0
253907,1
253908,0
253909,0
253910,0
253911,0
253912,0
253913,0
253914,0
253915,0
253916,0
253917,0
253918,0
253919,0
253920,0
253921,0
253922,0
253923,0
253924,0
253925,0
253926,0
253927,0
253928,0
253929,0
253930,0
253931,0
253932,0
253933,0
253934,0
253935,0
253936,0
253937,0
253938,0
253939,0
253940,0
253941,0
253942,0
253943,0
253944,0
253945,0
253946,0
253947,0
253948,0
253949,0
253950,0
253951,0
253952,0
253953,0
253954,0
253955,0
253956,0
253957,0
253958,0
253959,0
253960,0
253961,0
253962,0
253963,0
253964,0
253965,0
253966,0
253967,0
253968,0
253969,0
253970,0
253971,0
253972,0
253973,0
253974,0
253975,0
253976,0
253977,0
253978,0
253979,0
253980,0
253981,0
253982,0
253983,0
253984,0
253985,0
253986,0
253987,0
253988,0
253989,0
253990,0
253991,0
253992,0
253993,0
253994,0
253995,0
253996,0
253997,0
253998,0
253999,0
254000,0
254001,0
254002,0
254003,0
254004,0
254005,0
254006,0
254007,0
254008,0
254009,0
254010,0
254011,0
254012,0
254013,0
254014,0
254015,0
254016,0
254017,0
254018,0
254019,0
254020,0
254021,0
254022,0
254023,0
254024,0
254025,0
254026,0
254027,0
254028,0
254029,0
254030,0
254031,0
254032,0
254033,0
254034,0
254035,0
254036,0
254037,0
254038,0
254039,0
254040,0
254041,0
254042,0
254043,0
254044,0
254045,0
254046,0
254047,0
254048,0
254049,0
254050,0
254051,0
254052,0
254053,0
254054,0
254055,0
254056,0
254057,0
254058,0
254059,0
254060,0
254061,0
254062,0
254063,0
254064,0
254065,0
254066,0
254067,0
254068,0
254069,0
254070,0
254071,0
254072,0
254073,0
254074,0
254075,0
254076,0
254077,0
254078,0
254079,0
254080,0
254081,0
254082,0
254083,0
254084,0
254085,0
254086,0
254087,0
254088,0
254089,0
254090,0
254091,0
254092,0
254093,0
254094,0
254095,0
254096,0
254097,0
254098,0
254099,0
254100,0
254101,0
254102,0
254103,0
254104,0
254105,0
254106,0
254107,0
254108,0
254109,0
254110,0
254111,0
254112,0
254113,0
254114,0
254115,0
254116,0
254117,0
254118,0
254119,0
254120,0
254121,0
254122,0
254123,0
254124,0
254125,1
254126,0
254127,0
254128,0
254129,0
254130,0
254131,0
254132,0
254133,0
254134,0
254135,0
254136,0
254137,0
254138,0
254139,0
254140,0
254141,0
254142,0
254143,0
254144,0
254145,0
254146,0
254147,0
254148,0
254149,0
254150,0
254151,0
254152,0
254153,0
254154,0
254155,0
254156,0
254157,0
254158,0
254159,0
254160,0
254161,0
254162,0
254163,0
254164,0
254165,0
254166,0
254167,0
254168,0
254169,0
254170,0
254171,0
254172,0
254173,0
254174,0
254175,0
254176,0
254177,0
254178,0
254179,0
254180,0
254181,0
254182,0
254183,0
254184,0
254185,0
254186,0
254187,0
254188,0
254189,0
254190,0
254191,0
254192,0
254193,0
254194,0
254195,0
254196,0
254197,0
254198,0
254199,0
254200,0
254201,0
254202,0
254203,0
254204,0
254205,0
254206,0
254207,0
254208,0
254209,0
254210,0
254211,0
254212,0
254213,0
254214,0
254215,0
254216,0
254217,0
254218,0
254219,0
254220,0
254221,0
254222,0
254223,0
254224,0
254225,0
254226,0
254227,0
254228,0
254229,0
254230,0
254231,0
254232,0
254233,0
254234,0
254235,0
254236,0
254237,0
254238,0
254239,0
254240,0
254241,0
254242,0
254243,0
254244,0
254245,0
254246,0
254247,0
254248,0
254249,0
254250,0
254251,0
254252,0
254253,0
254254,0
254255,0
254256,0
254257,0
254258,0
254259,0
254260,0
254261,0
254262,0
254263,0
254264,0
254265,0
254266,0
254267,0
254268,0
254269,0
254270,0
254271,0
254272,0
254273,0
254274,0
254275,0
254276,0
254277,0
254278,0
254279,0
254280,0
254281,0
254282,0
254283,0
254284,0
254285,0
254286,0
254287,0
254288,0
254289,0
254290,0
254291,0
254292,0
254293,0
254294,0
254295,0
254296,0
254297,0
254298,0
254299,0
254300,0
254301,0
254302,0
254303,0
254304,0
254305,0
254306,0
254307,0
254308,0
254309,0
254310,0
254311,0
254312,0
254313,0
254314,0
254315,0
254316,0
254317,0
254318,0
254319,0
254320,0
254321,0
254322,0
254323,0
254324,0
254325,0
254326,0
254327,0
254328,0
254329,0
254330,0
254331,0
254332,0
254333,0
254334,0
254335,0
254336,0
254337,0
254338,0
254339,0
254340,0
254341,0
254342,0
254343,0
254344,0
254345,0
254346,0
254347,0
254348,0
254349,0
254350,0
254351,0
254352,0
254353,0
254354,0
254355,0
254356,0
254357,0
254358,0
254359,0
254360,0
254361,0
254362,0
254363,0
254364,0
254365,0
254366,0
254367,0
254368,0
254369,0
254370,0
254371,0
254372,0
254373,0
254374,0
254375,0
254376,0
254377,0
254378,0
254379,0
254380,0
254381,0
254382,0
254383,0
254384,0
254385,0
254386,0
254387,0
254388,0
254389,0
254390,0
254391,0
254392,0
254393,0
254394,0
254395,0
254396,0
254397,0
254398,0
254399,0
254400,0
254401,0
254402,0
254403,1
254404,0
254405,0
254406,0
254407,1
254408,1
254409,0
254410,0
254411,0
254412,0
254413,0
254414,1
254415,0
254416,1
254417,0
254418,0
254419,0
254420,0
254421,0
254422,0
254423,1
254424,1
254425,1
254426,1
254427,1
254428,1
254429,0
254430,0
254431,1
254432,1
254433,1
254434,1
254435,1
254436,1
254437,1
254438,0
254439,1
254440,1
254441,1
254442,1
254443,0
254444,1
254445,1
254446,1
254447,0
254448,0
254449,0
254450,1
254451,1
254452,0
254453,0
254454,0
254455,1
254456,1
254457,1
254458,1
254459,1
254460,1
254461,0
254462,0
254463,1
254464,1
254465,1
254466,1
254467,0
254468,0
254469,0
254470,0
254471,1
254472,1
254473,1
254474,1
254475,0
254476,1
254477,1
254478,0
254479,0
254480,0
254481,1
254482,0
254483,0
254484,0
254485,0
254486,0
254487,1
254488,1
254489,0
254490,0
254491,0
254492,0
254493,0
254494,0
254495,0
254496,0
254497,0
254498,0
254499,1
254500,0
254501,0
254502,1
254503,0
254504,0
254505,0
254506,0
254507,0
254508,0
254509,0
254510,0
254511,0
254512,0
254513,1
254514,0
254515,0
254516,0
254517,0
254518,0
254519,0
254520,0
254521,0
254522,0
254523,0
254524,0
254525,0
254526,0
254527,0
254528,0
254529,0
254530,0
254531,1
254532,1
254533,0
254534,0
254535,0
254536,0
254537,0
254538,1
254539,1
254540,0
254541,0
254542,0
254543,0
254544,0
254545,0
254546,0
254547,0
254548,0
254549,0
254550,0
254551,0
254552,0
254553,0
254554,0
254555,0
254556,0
254557,0
254558,0
254559,0
254560,0
254561,0
254562,0
254563,0
254564,0
254565,0
